1,"MARTIN SORIA, Claudia",13,"Stadium Venecia",1:26.23,36
2,"RODRIGUEZ SOLANAS, Ines",13,"E.M. El Olivar",1:27.30,34
3,"GAINSINSKY CASTILLO, Michelle",13,"C.N. Helios",1:28.55,32
4,"MALON CANTIN, Sofia",13,"C.N. Helios",1:28.56,30
5,"MALO SANCHEZ, Paula",13,"C.N. Helios",1:29.39,28
6,"ESCORIHUELA AZNAR, Claudia",13,"E.M. El Olivar",1:30.06,27
7,"ALMANSA GUIRAL, Ana",13,"C.P. Fraga",1:35.36,26
8,"ANDALUZ ORTIZ, Alicia",13,"C.P. Fraga",1:37.29,25
9,"GIMENO GOMEZ, Yaretzi Izel",13,"P. San Agustin",1:37.64,24
10,"REMACHA ROYO, Itziar",13,"E.M. El Olivar",1:41.22,23
11,"DEL BARRIO MIGUEL, Vera",13,"Stadium Venecia",1:41.56,22
12,"SALUEÑA LUCHA, Vera",13,"C.N. Helios",1:42.44,21
13,"MARTINEZ MARQUES, A.",13,"Stadium Venecia",1:45.75,20
14,"RODRIGO MONFORTE, Lucia",13,"E.M. El Olivar",1:46.67,19
15,"RODRIGO LORENTE, Claudia",13,"Stadium Venecia",1:48.51,18
16,"ZAPATA FERNANDEZ, Jara",13,"Stadium Venecia",1:52.05,17
17,"BORREGUERO PEDREIRA, Leire",13,"E.M. El Olivar",1:55.53,16
18,"IZQUIERDO GRACIA, Maria",13,"Stadium Venecia",2:42.75,15
