1,"MARCO LOPEZ, Leo",11,"C.N. Helios",1:24.81,36
2,"LACASTA ABARCA, Lucas",11,"C.N. Sabiñanigo",1:26.18,34
3,"RODRIGUEZ ARTIEDA, Marcelo",11,"C.N. Helios",1:27.60,32
4,"LOPEZ VELEZ, Marcos",11,"E.M. El Olivar",1:31.57,30
5,"SERRABLO HUESO, Diego",11,"Stadium Venecia",1:34.12,28
6,"BESCOS RODRIGUEZ, Jesus",11,"E.M. El Olivar",1:34.76,27
7,"MODREGO MARQUETA, Alejandro",11,"Stadium Venecia",1:36.73,26
8,"SANCHO GRAUS, Bruno",11,"E.M. El Olivar",1:39.91,25
9,"ANGUAS FELIZ, Aquiles",11,"E.M. El Olivar",1:45.44,24
10,"BELTRAN VIEJO, Arturo",11,"E.M. El Olivar",1:47.32,23
11,"POLO MARTINEZ, Nicolas",11,"C.N. Helios",1:50.23,22
12,"FANDOS MARCO, Carlos",11,"E.M. El Olivar",1:50.91,21
13,"TATARU, Adrian Stefan",11,"E.M. El Olivar",1:51.38,20
14,"GARCIA DE LA SERNA, Alejandro",11,"C.N. Helios",1:53.72,19
15,"MARTINEZ ANTUNEZ, Roman",11,"Stadium Venecia",1:55.34,18
16,"ALCALDE MARTINEZ, Martin",11,"C.N. Helios",1:55.57,17
17,"BORROY SANCHEZ, Martin",11,"Stadium Casablanca",1:55.70,16
18,"BARCELONA PERALES, Beltran",11,"E.M. El Olivar",2:09.25,15
19,"NAVARRO PARDOS, Francisco",11,"H2ogo C.N.",2:16.72,14
20,"QUINTANILLA CARBAJO, Amaro",11,"H2ogo C.N.",2:28.94,13
21,"JIMENEZ VICO, Pedro",11,"C.N. Helios",2:29.36,12
