1,"PETISME ROYO, Lucas",10,"E.M. El Olivar",1:19.53,36
2,"ROCA MASIA, Nil",10,"C.P. Fraga",1:23.26,34
3,"RAMOS OLMOS, Marcos",10,"P. San Agustin",1:25.69,32
4,"GREGORIO FERNANDEZ, Enrique",10,"P. San Agustin",1:27.11,30
5,"MOSTEO HIDALGO, Carlos",10,"E.M. El Olivar",1:28.47,28
6,"RAMOS OLMOS, Diego",10,"P. San Agustin",1:30.76,27
7,"ESTAUN LOPEZ, Marcos",10,"C.N. Helios",1:32.91,26
8,"BARRIENDOS ZAMORA, Saul",10,"C.N. Helios",1:36.03,25
9,"RUBIO RAKITIN, Larion Francisco",10,"C.N. Helios",1:37.76,24
10,"VARGAS CIRUELOS, Carlos Nicolas",10,"E.M. El Olivar",1:40.57,23
11,"MARTIN FERNANDEZ, Leo",10,"E.M. El Olivar",1:40.67,22
12,"JIMENEZ LAFUENTE, Daniel",10,"C.N. Helios",1:41.69,21
13,"SHAPOVAL, Maksym",10,"Stadium Venecia",1:43.67,20
14,"NEVADO PEREZ, Lorien",10,"C.N. Helios",1:44.62,19
15,"SANCHEZ MERCADO, Adrian",10,"Stadium Casablanca",1:44.89,18
16,"BERDEJO LOBERA, Guillermo",10,"E.M. El Olivar",1:45.47,17
17,"AGON LOPEZ, Javier",10,"Stadium Casablanca",1:47.70,16
18,"VICENTE BARRA, Guillen",10,"H2ogo C.N.",1:55.10,15
19,"RAZABAL INGELMO, Angel",10,"E.M. El Olivar",1:56.31,14
20,"SANCHEZ DUARTE, Rodrigo",10,"Stadium Venecia",1:59.31,13
