1,"MARCO LOPEZ, Leo",11,"C.N. Helios",1:33.13,36
2,"MARTINEZ ANTUNEZ, Roman",11,"Stadium Venecia",1:37.42,34
3,"SERRABLO HUESO, Diego",11,"Stadium Venecia",1:38.80,32
4,"FANDOS MARCO, Carlos",11,"E.M. El Olivar",1:39.09,30
5,"RODRIGUEZ ARTIEDA, Marcelo",11,"C.N. Helios",1:41.81,28
6,"LOPEZ VELEZ, Marcos",11,"E.M. El Olivar",1:41.89,27
7,"LACASTA ABARCA, Lucas",11,"C.N. Sabiñanigo",1:43.21,26
8,"BESCOS RODRIGUEZ, Jesus",11,"E.M. El Olivar",1:44.72,25
9,"TATARU, Adrian Stefan",11,"E.M. El Olivar",1:47.82,24
10,"MODREGO MARQUETA, Alejandro",11,"Stadium Venecia",1:48.18,23
11,"SANCHO GRAUS, Bruno",11,"E.M. El Olivar",1:51.64,22
12,"POLO MARTINEZ, Nicolas",11,"C.N. Helios",1:53.75,21
13,"BELTRAN VIEJO, Arturo",11,"E.M. El Olivar",1:54.88,20
14,"ANGUAS FELIZ, Aquiles",11,"E.M. El Olivar",1:54.98,19
15,"ALCALDE MARTINEZ, Martin",11,"C.N. Helios",1:56.47,18
16,"GARCIA DE LA SERNA, Alejandro",11,"C.N. Helios",2:05.20,17
17,"NAVARRO PARDOS, Francisco",11,"H2ogo C.N.",2:05.36,16
18,"BARCELONA PERALES, Beltran",11,"E.M. El Olivar",2:09.86,15
19,"BORROY SANCHEZ, Martin",11,"Stadium Casablanca",2:11.84,14
20,"JIMENEZ VICO, Pedro",11,"C.N. Helios",2:21.54,13
21,"QUINTANILLA CARBAJO, Amaro",11,"H2ogo C.N.",2:21.97,12
