1,"RODRIGUEZ SOLANAS, Ines",13,"E.M. El Olivar",1:39.98,36
2,"GAINSINSKY CASTILLO, Michelle",13,"C.N. Helios",1:40.18,34
3,"MALO SANCHEZ, Paula",13,"C.N. Helios",1:43.41,32
4,"MALON CANTIN, Sofia",13,"C.N. Helios",1:44.10,30
5,"MARTIN SORIA, Claudia",13,"Stadium Venecia",1:45.62,28
6,"ESCORIHUELA AZNAR, Claudia",13,"E.M. El Olivar",1:46.36,27
7,"DEL BARRIO MIGUEL, Vera",13,"Stadium Venecia",1:48.13,26
8,"ANDALUZ ORTIZ, Alicia",13,"C.P. Fraga",1:50.75,25
9,"ZAPATA FERNANDEZ, Jara",13,"Stadium Venecia",1:54.60,24
10,"SALUEÑA LUCHA, Vera",13,"C.N. Helios",1:54.66,23
11,"GIMENO GOMEZ, Yaretzi Izel",13,"P. San Agustin",1:55.92,22
12,"RODRIGO MONFORTE, Lucia",13,"E.M. El Olivar",1:57.16,21
13,"ALMANSA GUIRAL, Ana",13,"C.P. Fraga",1:57.39,20
14,"RODRIGO LORENTE, Claudia",13,"Stadium Venecia",1:57.97,19
15,"REMACHA ROYO, Itziar",13,"E.M. El Olivar",1:59.53,18
16,"MARTINEZ MARQUES, A.",13,"Stadium Venecia",2:00.13,17
17,"BORREGUERO PEDREIRA, Leire",13,"E.M. El Olivar",2:05.86,16
18,"IZQUIERDO GRACIA, Maria",13,"Stadium Venecia",2:42.73,15
